policy_id,counts,proxy_gain,q_infinity_movement,q_infinity_critical_epsilon,q_infinity_margin_sign,q_2_movement_squared,q_2_critical_epsilon_squared,q_2_margin_sign,q_1_movement,q_1_critical_epsilon,q_1_margin_sign
1860,2;4;2;5;2,1/15,2/5,1/6,negative,8/45,1/40,negative,2/3,1/10,negative
1863,2;4;3;0;6,4/15,8/15,1/2,positive,4/9,4/25,positive,1,4/15,positive
1864,2;4;3;1;5,1/5,2/5,1/2,positive,2/9,9/50,positive,2/3,3/10,positive
1865,2;4;3;2;4,2/15,4/15,1/2,positive,4/45,1/5,positive,1/3,2/5,positive
1866,2;4;3;3;3,1/15,2/15,1/2,positive,2/45,1/10,positive,1/3,1/5,negative
1870,2;4;4;0;5,2/15,8/15,1/4,zero,16/45,1/20,negative,1,2/15,negative
1871,2;4;4;1;4,1/15,2/5,1/6,negative,8/45,1/40,negative,2/3,1/10,negative
1891,2;5;0;0;8,7/15,14/15,1/2,positive,16/15,49/240,positive,5/3,7/25,positive
1892,2;5;0;1;7,2/5,4/5,1/2,positive,34/45,18/85,positive,4/3,3/10,positive
1893,2;5;0;2;6,1/3,2/3,1/2,positive,8/15,5/24,positive,1,1/3,positive
1894,2;5;0;3;5,4/15,8/15,1/2,positive,2/5,8/45,positive,1,4/15,positive
1895,2;5;0;4;4,1/5,8/15,3/8,positive,16/45,9/80,positive,1,1/5,negative
1896,2;5;0;5;3,2/15,8/15,1/4,zero,2/5,2/45,negative,1,2/15,negative
1897,2;5;0;6;2,1/15,2/3,1/10,negative,8/15,1/120,negative,1,1/15,negative
1900,2;5;1;0;7,1/3,4/5,5/12,positive,34/45,5/34,positive,4/3,1/4,zero
1901,2;5;1;1;6,4/15,2/3,2/5,positive,22/45,8/55,positive,1,4/15,positive
1902,2;5;1;2;5,1/5,8/15,3/8,positive,14/45,9/70,positive,2/3,3/10,positive
1903,2;5;1;3;4,2/15,2/5,1/3,positive,2/9,2/25,positive,2/3,1/5,negative
1904,2;5;1;4;3,1/15,2/5,1/6,negative,2/9,1/50,negative,2/3,1/10,negative
1908,2;5;2;0;6,1/5,2/3,3/10,positive,8/15,3/40,positive,1,1/5,negative
1909,2;5;2;1;5,2/15,8/15,1/4,zero,14/45,2/35,negative,2/3,1/5,negative
1910,2;5;2;2;4,1/15,2/5,1/6,negative,8/45,1/40,negative,2/3,1/10,negative
1915,2;5;3;0;5,1/15,8/15,1/8,negative,2/5,1/90,negative,1,1/15,negative
1936,2;6;0;0;7,4/15,14/15,2/7,positive,44/45,4/55,positive,4/3,1/5,negative
1937,2;6;0;1;6,1/5,4/5,1/4,zero,32/45,9/160,negative,1,1/5,negative
1938,2;6;0;2;5,2/15,2/3,1/5,negative,8/15,1/30,negative,1,2/15,negative
1939,2;6;0;3;4,1/15,8/15,1/8,negative,4/9,1/100,negative,1,1/15,negative
1944,2;6;1;0;6,2/15,4/5,1/6,negative,32/45,1/40,negative,1,2/15,negative
1945,2;6;1;1;5,1/15,2/3,1/10,negative,22/45,1/110,negative,1,1/15,negative
1972,2;7;0;0;6,1/15,14/15,1/14,negative,44/45,1/220,negative,4/3,1/20,negative
2056,3;0;0;0;12,6/5,6/5,1,positive,12/5,3/5,positive,3,2/5,positive
2057,3;0;0;1;11,17/15,16/15,17/16,positive,86/45,289/430,positive,8/3,17/40,positive
2058,3;0;0;2;10,16/15,14/15,8/7,positive,68/45,64/85,positive,7/3,16/35,positive
2059,3;0;0;3;9,1,4/5,5/4,positive,6/5,5/6,positive,2,1/2,positive
2060,3;0;0;4;8,14/15,4/5,7/6,positive,44/45,49/55,positive,5/3,14/25,positive
2061,3;0;0;5;7,13/15,4/5,13/12,positive,38/45,169/190,positive,4/3,13/20,positive
2062,3;0;0;6;6,4/5,4/5,1,positive,4/5,4/5,positive,1,4/5,positive
2063,3;0;0;7;5,11/15,4/5,11/12,positive,38/45,121/190,positive,4/3,11/20,positive
2064,3;0;0;8;4,2/3,4/5,5/6,positive,44/45,5/11,positive,5/3,2/5,positive
2065,3;0;0;9;3,3/5,4/5,3/4,positive,6/5,3/10,positive,2,3/10,positive
2066,3;0;0;10;2,8/15,14/15,4/7,positive,68/45,16/85,positive,7/3,8/35,negative
2067,3;0;0;11;1,7/15,16/15,7/16,positive,86/45,49/430,positive,8/3,7/40,negative
2068,3;0;0;12;0,2/5,6/5,1/3,positive,12/5,1/15,positive,3,2/15,negative
2069,3;0;1;0;11,16/15,16/15,1,positive,86/45,128/215,positive,8/3,2/5,positive
2070,3;0;1;1;10,1,14/15,15/14,positive,22/15,15/22,positive,7/3,3/7,positive
2071,3;0;1;2;9,14/15,4/5,7/6,positive,10/9,98/125,positive,2,7/15,positive
2072,3;0;1;3;8,13/15,2/3,13/10,positive,38/45,169/190,positive,5/3,13/25,positive
2073,3;0;1;4;7,4/5,2/3,6/5,positive,2/3,24/25,positive,4/3,3/5,positive
2074,3;0;1;5;6,11/15,2/3,11/10,positive,26/45,121/130,positive,1,11/15,positive
2075,3;0;1;6;5,2/3,2/3,1,positive,26/45,10/13,positive,1,2/3,positive
2076,3;0;1;7;4,3/5,2/3,9/10,positive,2/3,27/50,positive,4/3,9/20,positive
2077,3;0;1;8;3,8/15,2/3,4/5,positive,38/45,32/95,positive,5/3,8/25,positive
2078,3;0;1;9;2,7/15,4/5,7/12,positive,10/9,49/250,positive,2,7/30,negative
2079,3;0;1;10;1,2/5,14/15,3/7,positive,22/15,6/55,positive,7/3,6/35,negative
2080,3;0;1;11;0,1/3,16/15,5/16,positive,86/45,5/86,negative,8/3,1/8,negative
2081,3;0;2;0;10,14/15,14/15,1,positive,68/45,49/85,positive,7/3,2/5,positive
2082,3;0;2;1;9,13/15,4/5,13/12,positive,10/9,169/250,positive,2,13/30,positive
2083,3;0;2;2;8,4/5,2/3,6/5,positive,4/5,4/5,positive,5/3,12/25,positive
2084,3;0;2;3;7,11/15,8/15,11/8,positive,26/45,121/130,positive,4/3,11/20,positive
2085,3;0;2;4;6,2/3,8/15,5/4,positive,4/9,1,positive,1,2/3,positive
2086,3;0;2;5;5,3/5,8/15,9/8,positive,2/5,9/10,positive,1,3/5,positive
2087,3;0;2;6;4,8/15,8/15,1,positive,4/9,16/25,positive,1,8/15,positive
2088,3;0;2;7;3,7/15,8/15,7/8,positive,26/45,49/130,positive,4/3,7/20,positive
2089,3;0;2;8;2,2/5,2/3,3/5,positive,4/5,1/5,positive,5/3,6/25,negative
2090,3;0;2;9;1,1/3,4/5,5/12,positive,10/9,1/10,positive,2,1/6,negative
2091,3;0;2;10;0,4/15,14/15,2/7,positive,68/45,4/85,negative,7/3,4/35,negative
2092,3;0;3;0;9,4/5,4/5,1,positive,6/5,8/15,positive,2,2/5,positive
2093,3;0;3;1;8,11/15,2/3,11/10,positive,38/45,121/190,positive,5/3,11/25,positive
2094,3;0;3;2;7,2/3,8/15,5/4,positive,26/45,10/13,positive,4/3,1/2,positive
2095,3;0;3;3;6,3/5,2/5,3/2,positive,2/5,9/10,positive,1,3/5,positive
2096,3;0;3;4;5,8/15,2/5,4/3,positive,14/45,32/35,positive,1,8/15,positive
2097,3;0;3;5;4,7/15,2/5,7/6,positive,14/45,7/10,positive,1,7/15,positive
2098,3;0;3;6;3,2/5,2/5,1,positive,2/5,2/5,positive,1,2/5,positive
2099,3;0;3;7;2,1/3,8/15,5/8,positive,26/45,5/26,positive,4/3,1/4,zero
2100,3;0;3;8;1,4/15,2/3,2/5,positive,38/45,8/95,positive,5/3,4/25,negative
2101,3;0;3;9;0,1/5,4/5,1/4,zero,6/5,1/30,negative,2,1/10,negative
2102,3;0;4;0;8,2/3,4/5,5/6,positive,44/45,5/11,positive,5/3,2/5,positive
2103,3;0;4;1;7,3/5,2/3,9/10,positive,2/3,27/50,positive,4/3,9/20,positive
2104,3;0;4;2;6,8/15,8/15,1,positive,4/9,16/25,positive,1,8/15,positive
2105,3;0;4;3;5,7/15,2/5,7/6,positive,14/45,7/10,positive,1,7/15,positive
2106,3;0;4;4;4,2/5,2/5,1,positive,4/15,3/5,positive,1,2/5,positive
2107,3;0;4;5;3,1/3,2/5,5/6,positive,14/45,5/14,positive,1,1/3,positive
2108,3;0;4;6;2,4/15,8/15,1/2,positive,4/9,4/25,positive,1,4/15,positive
2109,3;0;4;7;1,1/5,2/3,3/10,positive,2/3,3/50,negative,4/3,3/20,negative
2110,3;0;4;8;0,2/15,4/5,1/6,negative,44/45,1/55,negative,5/3,2/25,negative
2111,3;0;5;0;7,8/15,4/5,2/3,positive,38/45,32/95,positive,4/3,2/5,positive
2112,3;0;5;1;6,7/15,2/3,7/10,positive,26/45,49/130,positive,1,7/15,positive
2113,3;0;5;2;5,2/5,8/15,3/4,positive,2/5,2/5,positive,1,2/5,positive
2114,3;0;5;3;4,1/3,2/5,5/6,positive,14/45,5/14,positive,1,1/3,positive
2115,3;0;5;4;3,4/15,2/5,2/3,positive,14/45,8/35,positive,1,4/15,positive
2116,3;0;5;5;2,1/5,8/15,3/8,positive,2/5,1/10,positive,1,1/5,negative
2117,3;0;5;6;1,2/15,2/3,1/5,negative,26/45,2/65,negative,1,2/15,negative
2118,3;0;5;7;0,1/15,4/5,1/12,negative,38/45,1/190,negative,4/3,1/20,negative
2119,3;0;6;0;6,2/5,4/5,1/2,positive,4/5,1/5,positive,1,2/5,positive
2120,3;0;6;1;5,1/3,2/3,1/2,positive,26/45,5/26,positive,1,1/3,positive
2121,3;0;6;2;4,4/15,8/15,1/2,positive,4/9,4/25,positive,1,4/15,positive
2122,3;0;6;3;3,1/5,2/5,1/2,positive,2/5,1/10,positive,1,1/5,negative
2123,3;0;6;4;2,2/15,8/15,1/4,zero,4/9,1/25,negative,1,2/15,negative
2124,3;0;6;5;1,1/15,2/3,1/10,negative,26/45,1/130,negative,1,1/15,negative
2126,3;0;7;0;5,4/15,4/5,1/3,positive,38/45,8/95,positive,4/3,1/5,negative
2127,3;0;7;1;4,1/5,2/3,3/10,positive,2/3,3/50,negative,4/3,3/20,negative
2128,3;0;7;2;3,2/15,8/15,1/4,zero,26/45,2/65,negative,4/3,1/10,negative
2129,3;0;7;3;2,1/15,8/15,1/8,negative,26/45,1/130,negative,4/3,1/20,negative
2132,3;0;8;0;4,2/15,4/5,1/6,negative,44/45,1/55,negative,5/3,2/25,negative
2133,3;0;8;1;3,1/15,2/3,1/10,negative,38/45,1/190,negative,5/3,1/25,negative
2147,3;1;0;0;11,1,16/15,15/16,positive,86/45,45/86,positive,8/3,3/8,positive
2148,3;1;0;1;10,14/15,14/15,1,positive,22/15,98/165,positive,7/3,2/5,positive
2149,3;1;0;2;9,13/15,4/5,13/12,positive,10/9,169/250,positive,2,13/30,positive
2150,3;1;0;3;8,4/5,2/3,6/5,positive,38/45,72/95,positive,5/3,12/25,positive
2151,3;1;0;4;7,11/15,2/3,11/10,positive,2/3,121/150,positive,4/3,11/20,positive
2152,3;1;0;5;6,2/3,2/3,1,positive,26/45,10/13,positive,1,2/3,positive
2153,3;1;0;6;5,3/5,2/3,9/10,positive,26/45,81/130,positive,1,3/5,positive
2154,3;1;0;7;4,8/15,2/3,4/5,positive,2/3,32/75,positive,4/3,2/5,positive
2155,3;1;0;8;3,7/15,2/3,7/10,positive,38/45,49/190,positive,5/3,7/25,positive
2156,3;1;0;9;2,2/5,4/5,1/2,positive,10/9,18/125,positive,2,1/5,negative
2157,3;1;0;10;1,1/3,14/15,5/14,positive,22/15,5/66,positive,7/3,1/7,negative
2158,3;1;0;11;0,4/15,16/15,1/4,zero,86/45,8/215,negative,8/3,1/10,negative
2159,3;1;1;0;10,13/15,14/15,13/14,positive,22/15,169/330,positive,7/3,13/35,positive
2160,3;1;1;1;9,4/5,4/5,1,positive,16/15,3/5,positive,2,2/5,positive
2161,3;1;1;2;8,11/15,2/3,11/10,positive,34/45,121/170,positive,5/3,11/25,positive
2162,3;1;1;3;7,2/3,8/15,5/4,positive,8/15,5/6,positive,4/3,1/2,positive
2163,3;1;1;4;6,3/5,8/15,9/8,positive,2/5,9/10,positive,1,3/5,positive
2164,3;1;1;5;5,8/15,8/15,1,positive,16/45,4/5,positive,2/3,4/5,positive
2165,3;1;1;6;4,7/15,8/15,7/8,positive,2/5,49/90,positive,1,7/15,positive
2166,3;1;1;7;3,2/5,8/15,3/4,positive,8/15,3/10,positive,4/3,3/10,positive
2167,3;1;1;8;2,1/3,2/3,1/2,positive,34/45,5/34,positive,5/3,1/5,negative
2168,3;1;1;9;1,4/15,4/5,1/3,positive,16/15,1/15,positive,2,2/15,negative
2169,3;1;1;10;0,1/5,14/15,3/14,negative,22/15,3/110,negative,7/3,3/35,negative
2170,3;1;2;0;9,11/15,4/5,11/12,positive,10/9,121/250,positive,2,11/30,positive
2171,3;1;2;1;8,2/3,2/3,1,positive,34/45,10/17,positive,5/3,2/5,positive
2172,3;1;2;2;7,3/5,8/15,9/8,positive,22/45,81/110,positive,4/3,9/20,positive
2173,3;1;2;3;6,8/15,2/5,4/3,positive,14/45,32/35,positive,1,8/15,positive
2174,3;1;2;4;5,7/15,2/5,7/6,positive,2/9,49/50,positive,2/3,7/10,positive
2175,3;1;2;5;4,2/5,2/5,1,positive,2/9,18/25,positive,2/3,3/5,positive
2176,3;1;2;6;3,1/3,2/5,5/6,positive,14/45,5/14,positive,1,1/3,positive
2177,3;1;2;7;2,4/15,8/15,1/2,positive,22/45,8/55,positive,4/3,1/5,negative
2178,3;1;2;8;1,1/5,2/3,3/10,positive,34/45,9/170,negative,5/3,3/25,negative
2179,3;1;2;9;0,2/15,4/5,1/6,negative,10/9,2/125,negative,2,1/15,negative
2180,3;1;3;0;8,3/5,2/3,9/10,positive,38/45,81/190,positive,5/3,9/25,positive
2181,3;1;3;1;7,8/15,8/15,1,positive,8/15,8/15,positive,4/3,2/5,positive
2182,3;1;3;2;6,7/15,2/5,7/6,positive,14/45,7/10,positive,1,7/15,positive
2183,3;1;3;3;5,2/5,4/15,3/2,positive,8/45,9/10,positive,2/3,3/5,positive
2184,3;1;3;4;4,1/3,4/15,5/4,positive,2/15,5/6,positive,2/3,1/2,positive
2185,3;1;3;5;3,4/15,4/15,1,positive,8/45,2/5,positive,2/3,2/5,positive
2186,3;1;3;6;2,1/5,2/5,1/2,positive,14/45,9/70,positive,1,1/5,negative
2187,3;1;3;7;1,2/15,8/15,1/4,zero,8/15,1/30,negative,4/3,1/10,negative
2188,3;1;3;8;0,1/15,2/3,1/10,negative,38/45,1/190,negative,5/3,1/25,negative
2189,3;1;4;0;7,7/15,2/3,7/10,positive,2/3,49/150,positive,4/3,7/20,positive
2190,3;1;4;1;6,2/5,8/15,3/4,positive,2/5,2/5,positive,1,2/5,positive
2191,3;1;4;2;5,1/3,2/5,5/6,positive,2/9,1/2,positive,2/3,1/2,positive
2192,3;1;4;3;4,4/15,4/15,1,positive,2/15,8/15,positive,2/3,2/5,positive
2193,3;1;4;4;3,1/5,4/15,3/4,positive,2/15,3/10,positive,2/3,3/10,positive
2194,3;1;4;5;2,2/15,2/5,1/3,positive,2/9,2/25,positive,2/3,1/5,negative
2195,3;1;4;6;1,1/15,8/15,1/8,negative,2/5,1/90,negative,1,1/15,negative
2197,3;1;5;0;6,1/3,2/3,1/2,positive,26/45,5/26,positive,1,1/3,positive
2198,3;1;5;1;5,4/15,8/15,1/2,positive,16/45,1/5,positive,2/3,2/5,positive
2199,3;1;5;2;4,1/5,2/5,1/2,positive,2/9,9/50,positive,2/3,3/10,positive
2200,3;1;5;3;3,2/15,4/15,1/2,positive,8/45,1/10,positive,2/3,1/5,negative
2201,3;1;5;4;2,1/15,2/5,1/6,negative,2/9,1/50,negative,2/3,1/10,negative
2204,3;1;6;0;5,1/5,2/3,3/10,positive,26/45,9/130,positive,1,1/5,negative
2205,3;1;6;1;4,2/15,8/15,1/4,zero,2/5,2/45,negative,1,2/15,negative
2206,3;1;6;2;3,1/15,2/5,1/6,negative,14/45,1/70,negative,1,1/15,negative
2210,3;1;7;0;4,1/15,2/3,1/10,negative,2/3,1/150,negative,4/3,1/20,negative
2225,3;2;0;0;10,4/5,14/15,6/7,positive,68/45,36/85,positive,7/3,12/35,positive
2226,3;2;0;1;9,11/15,4/5,11/12,positive,10/9,121/250,positive,2,11/30,positive
2227,3;2;0;2;8,2/3,2/3,1,positive,4/5,5/9,positive,5/3,2/5,positive
2228,3;2;0;3;7,3/5,8/15,9/8,positive,26/45,81/130,positive,4/3,9/20,positive
2229,3;2;0;4;6,8/15,8/15,1,positive,4/9,16/25,positive,1,8/15,positive
2230,3;2;0;5;5,7/15,8/15,7/8,positive,2/5,49/90,positive,1,7/15,positive
2231,3;2;0;6;4,2/5,8/15,3/4,positive,4/9,9/25,positive,1,2/5,positive
2232,3;2;0;7;3,1/3,8/15,5/8,positive,26/45,5/26,positive,4/3,1/4,zero
2233,3;2;0;8;2,4/15,2/3,2/5,positive,4/5,4/45,positive,5/3,4/25,negative
2234,3;2;0;9;1,1/5,4/5,1/4,zero,10/9,9/250,negative,2,1/10,negative
2235,3;2;0;10;0,2/15,14/15,1/7,negative,68/45,1/85,negative,7/3,2/35,negative
2236,3;2;1;0;9,2/3,4/5,5/6,positive,10/9,2/5,positive,2,1/3,positive
2237,3;2;1;1;8,3/5,2/3,9/10,positive,34/45,81/170,positive,5/3,9/25,positive
2238,3;2;1;2;7,8/15,8/15,1,positive,22/45,32/55,positive,4/3,2/5,positive
2239,3;2;1;3;6,7/15,2/5,7/6,positive,14/45,7/10,positive,1,7/15,positive
2240,3;2;1;4;5,2/5,2/5,1,positive,2/9,18/25,positive,2/3,3/5,positive
2241,3;2;1;5;4,1/3,2/5,5/6,positive,2/9,1/2,positive,2/3,1/2,positive
2242,3;2;1;6;3,4/15,2/5,2/3,positive,14/45,8/35,positive,1,4/15,positive
2243,3;2;1;7;2,1/5,8/15,3/8,positive,22/45,9/110,positive,4/3,3/20,negative
2244,3;2;1;8;1,2/15,2/3,1/5,negative,34/45,2/85,negative,5/3,2/25,negative
2245,3;2;1;9;0,1/15,4/5,1/12,negative,10/9,1/250,negative,2,1/30,negative
2246,3;2;2;0;8,8/15,2/3,4/5,positive,4/5,16/45,positive,5/3,8/25,positive
2247,3;2;2;1;7,7/15,8/15,7/8,positive,22/45,49/110,positive,4/3,7/20,positive
2248,3;2;2;2;6,2/5,2/5,1,positive,4/15,3/5,positive,1,2/5,positive
2249,3;2;2;3;5,1/3,4/15,5/4,positive,2/15,5/6,positive,2/3,1/2,positive
2250,3;2;2;4;4,4/15,4/15,1,positive,4/45,4/5,positive,1/3,4/5,positive
2251,3;2;2;5;3,1/5,4/15,3/4,positive,2/15,3/10,positive,2/3,3/10,positive
2252,3;2;2;6;2,2/15,2/5,1/3,positive,4/15,1/15,positive,1,2/15,negative
2253,3;2;2;7;1,1/15,8/15,1/8,negative,22/45,1/110,negative,4/3,1/20,negative
2255,3;2;3;0;7,2/5,8/15,3/4,positive,26/45,18/65,positive,4/3,3/10,positive
2256,3;2;3;1;6,1/3,2/5,5/6,positive,14/45,5/14,positive,1,1/3,positive
2257,3;2;3;2;5,4/15,4/15,1,positive,2/15,8/15,positive,2/3,2/5,positive
2258,3;2;3;3;4,1/5,2/15,3/2,positive,2/45,9/10,positive,1/3,3/5,positive
2259,3;2;3;4;3,2/15,2/15,1,positive,2/45,2/5,positive,1/3,2/5,positive
2260,3;2;3;5;2,1/15,4/15,1/4,zero,2/15,1/30,negative,2/3,1/10,negative
2263,3;2;4;0;6,4/15,8/15,1/2,positive,4/9,4/25,positive,1,4/15,positive
2264,3;2;4;1;5,1/5,2/5,1/2,positive,2/9,9/50,positive,2/3,3/10,positive
2265,3;2;4;2;4,2/15,4/15,1/2,positive,4/45,1/5,positive,1/3,2/5,positive
2266,3;2;4;3;3,1/15,2/15,1/2,positive,2/45,1/10,positive,1/3,1/5,negative
2270,3;2;5;0;5,2/15,8/15,1/4,zero,2/5,2/45,negative,1,2/15,negative
2271,3;2;5;1;4,1/15,2/5,1/6,negative,2/9,1/50,negative,2/3,1/10,negative
2291,3;3;0;0;9,3/5,4/5,3/4,positive,6/5,3/10,positive,2,3/10,positive
2292,3;3;0;1;8,8/15,2/3,4/5,positive,38/45,32/95,positive,5/3,8/25,positive
2293,3;3;0;2;7,7/15,8/15,7/8,positive,26/45,49/130,positive,4/3,7/20,positive
2294,3;3;0;3;6,2/5,2/5,1,positive,2/5,2/5,positive,1,2/5,positive
2295,3;3;0;4;5,1/3,2/5,5/6,positive,14/45,5/14,positive,1,1/3,positive
2296,3;3;0;5;4,4/15,2/5,2/3,positive,14/45,8/35,positive,1,4/15,positive
2297,3;3;0;6;3,1/5,2/5,1/2,positive,2/5,1/10,positive,1,1/5,negative
2298,3;3;0;7;2,2/15,8/15,1/4,zero,26/45,2/65,negative,4/3,1/10,negative
2299,3;3;0;8;1,1/15,2/3,1/10,negative,38/45,1/190,negative,5/3,1/25,negative
2301,3;3;1;0;8,7/15,2/3,7/10,positive,38/45,49/190,positive,5/3,7/25,positive
2302,3;3;1;1;7,2/5,8/15,3/4,positive,8/15,3/10,positive,4/3,3/10,positive
2303,3;3;1;2;6,1/3,2/5,5/6,positive,14/45,5/14,positive,1,1/3,positive
2304,3;3;1;3;5,4/15,4/15,1,positive,8/45,2/5,positive,2/3,2/5,positive
2305,3;3;1;4;4,1/5,4/15,3/4,positive,2/15,3/10,positive,2/3,3/10,positive
2306,3;3;1;5;3,2/15,4/15,1/2,positive,8/45,1/10,positive,2/3,1/5,negative
2307,3;3;1;6;2,1/15,2/5,1/6,negative,14/45,1/70,negative,1,1/15,negative
2310,3;3;2;0;7,1/3,8/15,5/8,positive,26/45,5/26,positive,4/3,1/4,zero
2311,3;3;2;1;6,4/15,2/5,2/3,positive,14/45,8/35,positive,1,4/15,positive
2312,3;3;2;2;5,1/5,4/15,3/4,positive,2/15,3/10,positive,2/3,3/10,positive
2313,3;3;2;3;4,2/15,2/15,1,positive,2/45,2/5,positive,1/3,2/5,positive
2314,3;3;2;4;3,1/15,2/15,1/2,positive,2/45,1/10,positive,1/3,1/5,negative
2318,3;3;3;0;6,1/5,2/5,1/2,positive,2/5,1/10,positive,1,1/5,negative
2319,3;3;3;1;5,2/15,4/15,1/2,positive,8/45,1/10,positive,2/3,1/5,negative
2320,3;3;3;2;4,1/15,2/15,1/2,positive,2/45,1/10,positive,1/3,1/5,negative
2325,3;3;4;0;5,1/15,2/5,1/6,negative,14/45,1/70,negative,1,1/15,negative
2346,3;4;0;0;8,2/5,4/5,1/2,positive,44/45,9/55,positive,5/3,6/25,negative
2347,3;4;0;1;7,1/3,2/3,1/2,positive,2/3,1/6,positive,4/3,1/4,zero
2348,3;4;0;2;6,4/15,8/15,1/2,positive,4/9,4/25,positive,1,4/15,positive
2349,3;4;0;3;5,1/5,2/5,1/2,positive,14/45,9/70,positive,1,1/5,negative
2350,3;4;0;4;4,2/15,2/5,1/3,positive,4/15,1/15,positive,1,2/15,negative
2351,3;4;0;5;3,1/15,2/5,1/6,negative,14/45,1/70,negative,1,1/15,negative
2355,3;4;1;0;7,4/15,2/3,2/5,positive,2/3,8/75,positive,4/3,1/5,negative
2356,3;4;1;1;6,1/5,8/15,3/8,positive,2/5,1/10,positive,1,1/5,negative
2357,3;4;1;2;5,2/15,2/5,1/3,positive,2/9,2/25,positive,2/3,1/5,negative
2358,3;4;1;3;4,1/15,4/15,1/4,zero,2/15,1/30,negative,2/3,1/10,negative
2363,3;4;2;0;6,2/15,8/15,1/4,zero,4/9,1/25,negative,1,2/15,negative
2364,3;4;2;1;5,1/15,2/5,1/6,negative,2/9,1/50,negative,2/3,1/10,negative
2391,3;5;0;0;7,1/5,4/5,1/4,zero,38/45,9/190,negative,4/3,3/20,negative
2392,3;5;0;1;6,2/15,2/3,1/5,negative,26/45,2/65,negative,1,2/15,negative
2393,3;5;0;2;5,1/15,8/15,1/8,negative,2/5,1/90,negative,1,1/15,negative
2399,3;5;1;0;6,1/15,2/3,1/10,negative,26/45,1/130,negative,1,1/15,negative
2511,4;0;0;0;11,14/15,6/5,7/9,positive,92/45,49/115,positive,8/3,7/20,positive
2512,4;0;0;1;10,13/15,16/15,13/16,positive,8/5,169/360,positive,7/3,13/35,positive
2513,4;0;0;2;9,4/5,14/15,6/7,positive,56/45,18/35,positive,2,2/5,positive
2514,4;0;0;3;8,11/15,4/5,11/12,positive,44/45,11/20,positive,5/3,11/25,positive
2515,4;0;0;4;7,2/3,4/5,5/6,positive,4/5,5/9,positive,4/3,1/2,positive
2516,4;0;0;5;6,3/5,4/5,3/4,positive,32/45,81/160,positive,1,3/5,positive
2517,4;0;0;6;5,8/15,4/5,2/3,positive,32/45,2/5,positive,1,8/15,positive
2518,4;0;0;7;4,7/15,4/5,7/12,positive,4/5,49/180,positive,4/3,7/20,positive
2519,4;0;0;8;3,2/5,4/5,1/2,positive,44/45,9/55,positive,5/3,6/25,negative
2520,4;0;0;9;2,1/3,14/15,5/14,positive,56/45,5/56,positive,2,1/6,negative
2521,4;0;0;10;1,4/15,16/15,1/4,zero,8/5,2/45,negative,7/3,4/35,negative
2522,4;0;0;11;0,1/5,6/5,1/6,negative,92/45,9/460,negative,8/3,3/40,negative
2523,4;0;1;0;10,4/5,16/15,3/4,positive,8/5,2/5,positive,7/3,12/35,positive
2524,4;0;1;1;9,11/15,14/15,11/14,positive,6/5,121/270,positive,2,11/30,positive
2525,4;0;1;2;8,2/3,4/5,5/6,positive,8/9,1/2,positive,5/3,2/5,positive
2526,4;0;1;3;7,3/5,2/3,9/10,positive,2/3,27/50,positive,4/3,9/20,positive
2527,4;0;1;4;6,8/15,2/3,4/5,positive,8/15,8/15,positive,1,8/15,positive
2528,4;0;1;5;5,7/15,2/3,7/10,positive,22/45,49/110,positive,1,7/15,positive
2529,4;0;1;6;4,2/5,2/3,3/5,positive,8/15,3/10,positive,1,2/5,positive
2530,4;0;1;7;3,1/3,2/3,1/2,positive,2/3,1/6,positive,4/3,1/4,zero
2531,4;0;1;8;2,4/15,4/5,1/3,positive,8/9,2/25,positive,5/3,4/25,negative
2532,4;0;1;9;1,1/5,14/15,3/14,negative,6/5,1/30,negative,2,1/10,negative
2533,4;0;1;10;0,2/15,16/15,1/8,negative,8/5,1/90,negative,7/3,2/35,negative
2534,4;0;2;0;9,2/3,14/15,5/7,positive,56/45,5/14,positive,2,1/3,positive
2535,4;0;2;1;8,3/5,4/5,3/4,positive,8/9,81/200,positive,5/3,9/25,positive
2536,4;0;2;2;7,8/15,2/3,4/5,positive,28/45,16/35,positive,4/3,2/5,positive
2537,4;0;2;3;6,7/15,8/15,7/8,positive,4/9,49/100,positive,1,7/15,positive
2538,4;0;2;4;5,2/5,8/15,3/4,positive,16/45,9/20,positive,1,2/5,positive
2539,4;0;2;5;4,1/3,8/15,5/8,positive,16/45,5/16,positive,1,1/3,positive
2540,4;0;2;6;3,4/15,8/15,1/2,positive,4/9,4/25,positive,1,4/15,positive
2541,4;0;2;7;2,1/5,2/3,3/10,positive,28/45,9/140,positive,4/3,3/20,negative
2542,4;0;2;8;1,2/15,4/5,1/6,negative,8/9,1/50,negative,5/3,2/25,negative
2543,4;0;2;9;0,1/15,14/15,1/14,negative,56/45,1/280,negative,2,1/30,negative
2544,4;0;3;0;8,8/15,4/5,2/3,positive,44/45,16/55,positive,5/3,8/25,positive
2545,4;0;3;1;7,7/15,2/3,7/10,positive,2/3,49/150,positive,4/3,7/20,positive
2546,4;0;3;2;6,2/5,8/15,3/4,positive,4/9,9/25,positive,1,2/5,positive
2547,4;0;3;3;5,1/3,2/5,5/6,positive,14/45,5/14,positive,1,1/3,positive
2548,4;0;3;4;4,4/15,2/5,2/3,positive,4/15,4/15,positive,1,4/15,positive
2549,4;0;3;5;3,1/5,2/5,1/2,positive,14/45,9/70,positive,1,1/5,negative
